1.975725020734237702e+01,1.628887275550879110e+01,3.110082511951930417e-01,3.328492792247758625e-02,1.552992924502877986e-02,6.238564320918569758e-03,3.137881509032945486e-03,1.657863163053512566e-04
2.903896515356573715e+01,1.304831087304370740e+01,3.790733687107276095e-01,3.664213201939087172e-02,1.179167851572082704e-02,8.657404889348973426e-03,1.572903189462979004e-03,2.877918491670614521e-04
2.264000469289252493e+01,2.430657660113490337e+01,2.107409632496670127e-01,3.052336216937437396e-02,3.407762064818319059e-03,4.898560154907619438e-03,1.074768728447381442e-03,1.006498686464179159e-04
3.328077260130524451e+01,1.846749630221209415e+01,1.824358686664236118e-01,3.061820385658232946e-02,4.775960453970280739e-03,5.276921881364082800e-03,1.548835047414883360e-03,1.682413362202271601e-04
2.336144014310132278e+01,1.962462983352446244e+01,2.501890997446168940e-01,2.945333680345891061e-02,4.050473706909379738e-03,5.209444068500625885e-03,1.145009678574707493e-03,9.584216811346871093e-05
2.037231094819117416e+01,2.270544659339375926e+01,2.194250476672382766e-01,3.496433674654246537e-02,2.730127813446536419e-03,5.323141675565034453e-03,1.365817127364069234e-03,1.082373890388640177e-04
2.302151768421521183e+01,1.946144641006372566e+01,2.465137440691756721e-01,3.432659643280804029e-02,5.396066053470812557e-03,5.849985245901008143e-03,1.155992065288798890e-03,1.059570496930216995e-04
2.954863903166737771e+01,1.815723441345342337e+01,1.778415286921554705e-01,3.241500342296949055e-02,3.695278066594095880e-03,4.565376473756481424e-03,1.035305884803396168e-03,1.217744249624000847e-04
2.490310994069621131e+01,2.050204963815591341e+01,1.895571447123082787e-01,2.637152587875090867e-02,3.072984515192302840e-03,4.682450117814795573e-03,1.299478295176908268e-03,1.251961300472227993e-04
2.845160932433445922e+01,1.291922031232919110e+01,2.289291413374814066e-01,2.435919432042875366e-02,3.387023741877321151e-03,5.845200074849323836e-03,1.179852273727289864e-03,8.230187328395624036e-05
2.170557670020497198e+01,1.263896441918769753e+01,1.990729836975497768e-01,3.007842973481188870e-02,3.082373846977648404e-03,5.633625599887857882e-03,1.394740065117546553e-03,8.492905717361656217e-05
2.175580457331397710e+01,1.780494791213390471e+01,2.054608672948872172e-01,2.536075183951855272e-02,3.291539195941713385e-03,5.183661319445857785e-03,1.179497436114024071e-03,9.301786731002869440e-05
2.863600006013405164e+01,1.414484359941624092e+01,2.350675276951000037e-01,3.299227040530577221e-02,4.800664809620631447e-03,5.559119676157558282e-03,1.394894720600566886e-03,1.124120220520197634e-04
1.951921811223836301e+01,1.555796381869726019e+01,2.084679067458923563e-01,3.229452421727904698e-02,3.678899027161682857e-03,5.384238131159758793e-03,1.109407278867595220e-03,9.020497458184611171e-05
2.609015409206876157e+01,1.533463729147730348e+01,1.998560422960093952e-01,2.964620817657582716e-02,4.070978600564684191e-03,5.241007938301558630e-03,1.247964604051031694e-03,9.961434868508458858e-05
2.359389529603016200e+01,2.135592271509297646e+01,2.337398637213123076e-01,2.615744043420706669e-02,4.177804330376984690e-03,5.454141354782687627e-03,1.311315918704751126e-03,1.101840082357115385e-04
2.056449625008664484e+01,1.879374566276155534e+01,2.185074283967702313e-01,3.208216161671549604e-02,2.407893107180006983e-03,4.806418931980110942e-03,1.439120950007395563e-03,1.062871575505457914e-04
2.448656706014498852e+01,1.608169940874688564e+01,2.098989238595787010e-01,3.005634589562236614e-02,1.976176479028237711e-03,5.381319725472424181e-03,1.155252166410226803e-03,8.708372800241082957e-05
2.856514170893500193e+01,2.138093965157231935e+01,1.929681807331845578e-01,3.232221365898500787e-02,3.059766252034216635e-03,5.066970958194035035e-03,1.030333051143835074e-03,1.363718521710928998e-04
2.838873208719987673e+01,2.012364082277949251e+01,1.876180911688387631e-01,2.927436324763620437e-02,2.673593346987039945e-03,5.300428648533415596e-03,1.508647414589971408e-03,1.421274690802420461e-04
